As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,FRBA,FIRST BANK/HAMILTON NJ COMMON STOCK USD.01,0.0062395800,375622.2000000000
2021-02-28,HROW,HARROW HEALTH INC COMMON STOCK USD.001,0.0062198400,374434.0600000000
2021-02-28,IMMR,IMMERSION CORPORATION COMMON STOCK USD.001,0.0062090600,373785.3800000000
2021-02-28,MBIO,MUSTANG BIO INC COMMON STOCK USD.0001,0.0061681200,371320.7000000000
2021-02-28,VRCA,VERRICA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0061592600,370786.9500000000
2021-02-28,TREC,TRECORA RESOURCES COMMON STOCK USD.1,0.0061541200,370478.0000000000
2021-02-28,CRBP,CORBUS PHARMACEUTICALS HOLDI COMMON STOCK USD.0001,0.0061477900,370096.4200000000
2021-02-28,MBII,MARRONE BIO INNOVATIONS INC COMMON STOCK USD.00001,0.0061474100,370073.8700000000
2021-02-28,PCB,PCB BANCORP COMMON STOCK,0.0061329100,369200.7200000000
2021-02-28,IHC,INDEPENDENCE HOLDING CO COMMON STOCK USD1.0,0.0061321200,369153.1200000000
2021-02-28,SLCT,SELECT BANCORP INC COMMON STOCK USD1.0,0.0061267700,368831.1600000000
2021-02-28,BOCH,BANK OF COMMERCE HOLDINGS COMMON STOCK,0.0060855800,366351.6100000000
2021-02-28,INZY,INOZYME PHARMA INC COMMON STOCK,0.0060644600,365080.0000000000
2021-02-28,VTOL,BRISTOW GROUP INC COMMON STOCK USD.01,0.0060545000,364480.6700000000
2021-02-28,FSTR,FOSTER (LB) CO A COMMON STOCK USD.01,0.0060451300,363916.5000000000
2021-02-28,ALSK,ALASKA COMM SYSTEMS GROUP COMMON STOCK USD.01,0.0060445600,363882.3300000000
2021-02-28,BRT,BRT APARTMENTS CORP REIT USD3.0,0.0060284100,362910.2400000000
2021-02-28,ESXB,COMMUNITY BANKERS TRUST CORP COMMON STOCK USD.01,0.0060020200,361321.1200000000
2021-02-28,RGCO,RGC RESOURCES INC COMMON STOCK USD5.0,0.0059457200,357932.3100000000
2021-02-28,ESTE,EARTHSTONE ENERGY INC   A COMMON STOCK USD.001,0.0059256800,356725.8000000000
2021-02-28,HBIO,HARVARD BIOSCIENCE INC COMMON STOCK USD.01,0.0059222800,356520.6800000000
2021-02-28,CASI,CASI PHARMACEUTICALS INC COMMON STOCK USD.01,0.0059127900,355949.7000000000
2021-02-28,PAVM,PAVMED INC COMMON STOCK USD.001,0.0058639600,353010.0000000000
2021-02-28,RDVT,RED VIOLET INC COMMON STOCK USD.001,0.0058543400,352431.2000000000
2021-02-28,KIN,KINDRED BIOSCIENCES INC COMMON STOCK USD.0001,0.0058152800,350079.7300000000
2021-02-28,ZEUS,OLYMPIC STEEL INC COMMON STOCK,0.0057962300,348932.5600000000
2021-02-28,CMCL,CALEDONIA MINING CORP PLC COMMON STOCK,0.0057865500,348350.1600000000
2021-02-28,BWFG,BANKWELL FINANCIAL GROUP INC COMMON STOCK NPV,0.0057752700,347671.2000000000
2021-02-28,BBCP,CONCRETE PUMPING HOLDINGS IN COMMON STOCK USD.0001,0.0057691200,347300.8000000000
2021-02-28,CKPT,CHECKPOINT THERAPEUTICS INC COMMON STOCK USD.0001,0.0057567300,346554.8100000000
2021-02-28,MPB,MID PENN BANCORP INC COMMON STOCK USD1.0,0.0057565400,346543.6800000000
2021-02-28,PWOD,PENNS WOODS BANCORP INC COMMON STOCK USD5.55,0.0057528500,346321.3900000000
2021-02-28,FRBK,REPUBLIC FIRST BANCORP INC COMMON STOCK USD.01,0.0057229400,344520.4000000000
2021-02-28,HBT,HBT FINANCIAL INC/DE COMMON STOCK USD.01,0.0056776900,341796.7800000000
2021-02-28,NODK,NI HOLDINGS INC COMMON STOCK USD.01,0.0056472600,339964.6100000000
2021-02-28,CVLY,CODORUS VALLEY BANCORP INC COMMON STOCK USD2.5,0.0055985700,337033.7000000000
2021-02-28,DHX,DHI GROUP INC COMMON STOCK USD.01,0.0055983100,337018.2600000000
2021-02-28,CHMI,CHERRY HILL MORTGAGE INVESTM REIT USD.01,0.0055881100,336403.7400000000
2021-02-28,XFOR,X4 PHARMACEUTICALS INC COMMON STOCK USD.001,0.0055820800,336040.9800000000
2021-02-28,DLTH,DULUTH HOLDINGS INC   CL B COMMON STOCK,0.0055806300,335953.3800000000
2021-02-28,FENC,FENNEC PHARMACEUTICALS INC COMMON STOCK,0.0055775500,335768.4000000000
2021-02-28,ADMA,ADMA BIOLOGICS INC COMMON STOCK USD.0001,0.0055744700,335582.9400000000
2021-02-28,SFE,SAFEGUARD SCIENTIFICS INC COMMON STOCK USD.1,0.0055711600,335383.6500000000
2021-02-28,PSTX,POSEIDA THERAPEUTICS INC COMMON STOCK,0.0055508100,334158.7200000000
2021-02-28,FLMN,FALCON MINERALS CORP COMMON STOCK USD.0001,0.0055364300,333293.1000000000
2021-02-28,HOOK,HOOKIPA PHARMA INC COMMON STOCK,0.0055345200,333177.6000000000
2021-02-28,FCCY,1ST CONSTITUTION BANCORP COMMON STOCK,0.0055303000,332923.5000000000
2021-02-28,NBSE,NEUBASE THERAPEUTICS INC COMMON STOCK,0.0054996600,331079.5200000000
2021-02-28,TCFC,COMMUNITY FINANCIAL CORP/THE COMMON STOCK USD.01,0.0054645700,328967.1000000000
2021-02-28,NATR,NATURES SUNSHINE PRODS INC COMMON STOCK,0.0054641400,328940.8000000000
2021-02-28,EVBN,EVANS BANCORP INC COMMON STOCK USD.5,0.0054579500,328568.4000000000
2021-02-28,RMBI,RICHMOND MUTUAL BANCORPORATI COMMON STOCK USD.01,0.0054558000,328438.8000000000
2021-02-28,PZN,PZENA INVESTMENT MANAGM CL A COMMON STOCK USD.01,0.0054549700,328388.7400000000
2021-02-28,ALCO,ALICO INC COMMON STOCK USD1.0,0.0054361400,327255.2400000000
2021-02-28,ACRX,ACELRX PHARMACEUTICALS INC COMMON STOCK,0.0054348600,327178.2800000000
2021-02-28,LCUT,LIFETIME BRANDS INC COMMON STOCK USD.01,0.0054148700,325975.0100000000
2021-02-28,PXLW,PIXELWORKS INC COMMON STOCK USD.001,0.0054130300,325864.3000000000
2021-02-28,DGICA,DONEGAL GROUP INC CL A COMMON STOCK USD.01,0.0054090000,325621.6000000000
2021-02-28,ESQ,ESQUIRE FINANCIAL HOLDINGS I COMMON STOCK USD.01,0.0054050000,325380.9600000000
2021-02-28,ASMB,ASSEMBLY BIOSCIENCES INC COMMON STOCK USD.001,0.0053852300,324190.3600000000
2021-02-28,FCAP,FIRST CAPITAL INC COMMON STOCK USD.01,0.0053765000,323664.8000000000
2021-02-28,CRD.A,CRAWFORD + COMPANY  CL A COMMON STOCK USD1.0,0.0053591000,322617.4000000000
2021-02-28,OSG,OVERSEAS SHIPHOLDING GROUP A COMMON STOCK,0.0053571500,322500.2000000000
2021-02-28,IVAC,INTEVAC INC COMMON STOCK,0.0053408600,321519.3800000000
2021-02-28,PIRS,PIERIS PHARMACEUTICALS INC COMMON STOCK USD.001,0.0053223500,320405.1200000000
2021-02-28,QUAD,QUAD GRAPHICS INC COMMON STOCK USD.025,0.0053155200,319994.0400000000
2021-02-28,EXTN,EXTERRAN CORP COMMON STOCK USD.01,0.0053099000,319655.8600000000
2021-02-28,PICO,PICO HOLDINGS INC COMMON STOCK USD.001,0.0052995300,319031.7000000000
2021-02-28,UNTY,UNITY BANCORP INC COMMON STOCK,0.0052896000,318433.7000000000
2021-02-28,GNPX,GENPREX INC COMMON STOCK USD.001,0.0052701500,317262.6000000000
2021-02-28,BPRN,THE BANK OF PRINCETON COMMON STOCK USD5.0,0.0052662200,317026.3600000000
2021-02-28,AVO,MISSION PRODUCE INC COMMON STOCK USD.001,0.0052647200,316936.1600000000
2021-02-28,CFFI,C + F FINANCIAL CORP COMMON STOCK USD1.0,0.0052192800,314200.5000000000
2021-02-28,PAYS,PAYSIGN INC COMMON STOCK,0.0051767000,311636.8200000000
2021-02-28,ABEO,ABEONA THERAPEUTICS INC COMMON STOCK USD.01,0.0051660600,310996.6200000000
2021-02-28,GHM,GRAHAM CORP COMMON STOCK USD.1,0.0051585300,310542.9600000000
2021-02-28,TCDA,TRICIDA INC COMMON STOCK,0.0051570300,310452.9400000000
2021-02-28,NWFL,NORWOOD FINANCIAL CORP COMMON STOCK USD.1,0.0051559400,310387.6200000000
2021-02-28,TYME,TYME TECHNOLOGIES INC COMMON STOCK,0.0051099400,307618.0000000000
2021-02-28,SRT,STARTEK INC COMMON STOCK USD.01,0.0050973100,306858.0700000000
2021-02-28,FNWB,FIRST NORTHWEST BANCORP COMMON STOCK,0.0050762800,305591.8800000000
2021-02-28,VYGR,VOYAGER THERAPEUTICS INC COMMON STOCK USD.001,0.0050663700,304994.9700000000
2021-02-28,SPRB,SPRUCE BIOSCIENCES INC COMMON STOCK,0.0050434300,303614.3000000000
2021-02-28,SB,SAFE BULKERS INC COMMON STOCK USD.001,0.0050286700,302725.5000000000
2021-02-28,MG,MISTRAS GROUP INC COMMON STOCK USD.01,0.0050193000,302161.6000000000
2021-02-28,AMRK,A MARK PRECIOUS METALS INC COMMON STOCK USD.01,0.0050058200,301350.2400000000
2021-02-28,CABA,CABALETTA BIO INC COMMON STOCK USD.00001,0.0049998400,300990.3000000000
2021-02-28,SRGA,SURGALIGN HOLDINGS INC COMMON STOCK USD.001,0.0049655700,298926.8400000000
2021-02-28,WHG,WESTWOOD HOLDINGS GROUP INC COMMON STOCK USD.01,0.0049549400,298287.0000000000
2021-02-28,SLNO,SOLENO THERAPEUTICS INC COMMON STOCK USD.001,0.0049437900,297615.7200000000
2021-02-28,EBMT,EAGLE BANCORP MONTANA INC COMMON STOCK USD.01,0.0049282700,296681.5600000000
2021-02-28,ESSA,ESSA BANCORP INC COMMON STOCK USD.01,0.0049089900,295520.8100000000
2021-02-28,SREV,SERVICESOURCE INTERNATIONAL COMMON STOCK USD.0001,0.0049033100,295178.7600000000
2021-02-28,OVID,OVID THERAPEUTICS INC COMMON STOCK USD.001,0.0048673100,293011.7000000000
2021-02-28,STRS,STRATUS PROPERTIES INC COMMON STOCK USD.01,0.0048636500,292791.6600000000
2021-02-28,RVSB,RIVERVIEW BANCORP INC COMMON STOCK USD.01,0.0048596700,292551.6000000000
2021-02-28,EEX,EMERALD HOLDING INC COMMON STOCK USD.01,0.0048408600,291419.7200000000
2021-02-28,KODK,EASTMAN KODAK CO COMMON STOCK USD.01,0.0048217600,290269.8800000000
2021-02-28,EML,EASTERN CO/THE COMMON STOCK,0.0048170500,289986.0000000000
2021-02-28,MBCN,MIDDLEFIELD BANC CORP COMMON STOCK,0.0047965500,288751.9600000000
2021-02-28,CRK,COMSTOCK RESOURCES INC COMMON STOCK USD.5,0.0047940300,288600.5300000000
2021-02-28,SBBP,STRONGBRIDGE BIOPHARMA PLC COMMON STOCK USD.01,0.0047844400,288022.7800000000
2021-02-28,CLPR,CLIPPER REALTY INC REIT USD.01,0.0047817800,287863.0200000000
2021-02-28,SAMG,SILVERCREST ASSET MANAGEME A COMMON STOCK USD.01,0.0047806000,287791.9200000000
2021-02-28,CBNK,CAPITAL BANCORP INC/MD COMMON STOCK USD.01,0.0047720200,287275.4500000000
2021-02-28,CMCT,CIM COMMERCIAL TRUST CORP REIT USD.001,0.0047710000,287213.8500000000
2021-02-28,BGSF,BGSF INC COMMON STOCK USD.01,0.0047678500,287024.6000000000
2021-02-28,TALO,TALOS ENERGY INC COMMON STOCK,0.0047674400,286999.5900000000
2021-02-28,PCTI,PCTEL INC COMMON STOCK USD.001,0.0047557700,286297.2000000000
2021-02-28,ATLC,ATLANTICUS HOLDINGS CORP COMMON STOCK,0.0047360800,285111.7200000000
2021-02-28,UIHC,UNITED INSURANCE HOLDINGS CO COMMON STOCK USD.0001,0.0047346400,285025.2800000000
2021-02-28,BFIN,BANKFINANCIAL CORP COMMON STOCK USD.01,0.0047104100,283566.1500000000
2021-02-28,LOGC,LOGICBIO THERAPEUTICS INC COMMON STOCK USD.0001,0.0047093300,283501.4200000000
2021-02-28,SCWX,SECUREWORKS CORP   A COMMON STOCK USD.01,0.0047065300,283333.0500000000
2021-02-28,MRBK,MERIDIAN CORP COMMON STOCK,0.0047012500,283015.2000000000
2021-02-28,XCUR,EXICURE INC COMMON STOCK,0.0046987700,282866.0100000000
2021-02-28,AGTC,APPLIED GENETIC TECHNOLOGIES COMMON STOCK USD.001,0.0046970600,282762.9600000000
2021-02-28,ETON,ETON PHARMACEUTICALS INC COMMON STOCK,0.0046847700,282023.1400000000
2021-02-28,AAIC,ARLINGTON ASSET INVESTMENT A REIT USD.01,0.0046708500,281185.2100000000
2021-02-28,LEGH,LEGACY HOUSING CORP COMMON STOCK USD.001,0.0046686400,281051.9000000000
2021-02-28,OPTN,OPTINOSE INC COMMON STOCK USD.001,0.0046665700,280927.5200000000
2021-02-28,FCCO,FIRST COMMUNITY CORP COMMON STOCK USD1.0,0.0046420800,279453.2400000000
2021-02-28,ASC,ARDMORE SHIPPING CORP COMMON STOCK USD.01,0.0046215200,278215.2200000000
2021-02-28,IRMD,IRADIMED CORP COMMON STOCK USD.0001,0.0046100300,277523.5000000000
2021-02-28,MRLN,MARLIN BUSINESS SERVICES INC COMMON STOCK USD.01,0.0045986400,276837.6000000000
2021-02-28,FONR,FONAR CORP COMMON STOCK USD.0001,0.0045943400,276578.9600000000
2021-02-28,TIPT,TIPTREE INC COMMON STOCK USD.001,0.0045770800,275539.9800000000
2021-02-28,LFVN,LIFEVANTAGE CORP COMMON STOCK USD.0001,0.0045680300,274995.0000000000
2021-02-28,CBIO,CATALYST BIOSCIENCES INC COMMON STOCK USD.001,0.0045602700,274527.8100000000
2021-02-28,PINE,ALPINE INCOME PROPERTY TRUST REIT USD.01,0.0045517000,274012.2400000000
2021-02-28,STND,STANDARD AVB FINANCIAL CORP COMMON STOCK USD.01,0.0045445000,273578.5800000000
2021-02-28,GRAY,GRAYBUG VISION INC COMMON STOCK USD.0001,0.0045386800,273228.5600000000
2021-02-28,III,INFORMATION SERVICES GROUP COMMON STOCK USD.0001,0.0045275100,272555.9200000000
2021-02-28,GENC,GENCOR INDUSTRIES INC COMMON STOCK USD.1,0.0045274900,272554.8000000000
2021-02-28,NGVC,NATURAL GROCERS BY VITAMIN C COMMON STOCK USD.001,0.0045126200,271659.5200000000
2021-02-28,FVE,FIVE STAR SENIOR LIVING INC COMMON STOCK USD.01,0.0045042300,271154.5600000000
2021-02-28,ENZ,ENZO BIOCHEM INC COMMON STOCK USD.01,0.0044885600,270210.9600000000
2021-02-28,FARM,FARMER BROS CO COMMON STOCK USD1.0,0.0044856900,270038.5600000000
2021-02-28,SBFG,SB FINANCIAL GROUP INC COMMON STOCK,0.0044856400,270035.2200000000
2021-02-28,MNSB,MAINSTREET BANCSHARES INC COMMON STOCK USD4.0,0.0044714200,269179.2000000000
2021-02-28,PBFS,PIONEER BANCORP INC/NY COMMON STOCK USD.01,0.0044481000,267775.2000000000
2021-02-28,CFRX,CONTRAFECT CORP COMMON STOCK USD.0001,0.0044217800,266190.7500000000
2021-02-28,CHMG,CHEMUNG FINANCIAL CORP COMMON STOCK USD.01,0.0044164600,265870.7100000000
2021-02-28,PROS,PROSIGHT GLOBAL INC COMMON STOCK USD.01,0.0044122500,265616.9600000000
2021-02-28,MPX,MARINE PRODUCTS CORP COMMON STOCK USD.1,0.0043851200,263984.2400000000
2021-02-28,FUNC,FIRST UNITED CORP COMMON STOCK USD.01,0.0043569300,262287.1000000000
2021-02-28,APTX,APTINYX INC COMMON STOCK USD.01,0.0043358300,261016.5600000000
2021-02-28,ORGS,ORGENESIS INC COMMON STOCK USD.001,0.0043290600,260608.9500000000
2021-02-28,LSF,LAIRD SUPERFOOD INC COMMON STOCK USD.001,0.0042558100,256199.7700000000
2021-02-28,GSIT,GSI TECHNOLOGY INC COMMON STOCK USD.001,0.0042217200,254147.5000000000
2021-02-28,GLYC,GLYCOMIMETICS INC COMMON STOCK USD.001,0.0042048800,253133.4000000000
2021-02-28,ELOX,ELOXX PHARMACEUTICALS INC COMMON STOCK USD.01,0.0042023200,252979.4300000000
2021-02-28,CERC,CERECOR INC COMMON STOCK USD.001,0.0041926900,252399.5200000000
2021-02-28,FSFG,FIRST SAVINGS FINANCIAL GRP COMMON STOCK USD.01,0.0041867200,252040.3200000000
2021-02-28,CALB,CALIFORNIA BANCORP INC COMMON STOCK,0.0041851800,251947.3800000000
2021-02-28,PLBC,PLUMAS BANCORP COMMON STOCK,0.0041669500,250850.3000000000
2021-02-28,ICBK,COUNTY BANCORP INC COMMON STOCK USD.01,0.0041475500,249682.2300000000
2021-02-28,IBEX,IBEX LTD COMMON STOCK USD.0001,0.0041416900,249329.2800000000
2021-02-28,SPKE,SPARK ENERGY INC CLASS A COMMON STOCK USD.01,0.0041239700,248262.9700000000
2021-02-28,OYST,OYSTER POINT PHARMA INC COMMON STOCK USD.001,0.0041235800,248239.1100000000
2021-02-28,NYMX,NYMOX PHARMACEUTICAL CORP COMMON STOCK,0.0041186000,247939.5600000000
2021-02-28,HWBK,HAWTHORN BANCSHARES INC COMMON STOCK USD1.0,0.0041176600,247883.1200000000
2021-02-28,HBB,HAMILTON BEACH BRAND A COMMON STOCK,0.0041140700,247666.7200000000
2021-02-28,FHTX,FOGHORN THERAPEUTICS INC COMMON STOCK USD.0001,0.0041021500,246949.3800000000
2021-02-28,MFNC,MACKINAC FINANCIAL CORP COMMON STOCK,0.0040986500,246738.3000000000
2021-02-28,MYFW,FIRST WESTERN FINANCIAL INC COMMON STOCK,0.0040895800,246192.5000000000
2021-02-28,OPBK,OP BANCORP COMMON STOCK,0.0040822300,245749.7900000000
2021-02-28,FNCB,FNCB BANCORP INC COMMON STOCK USD1.25,0.0040735000,245224.3200000000
2021-02-28,NERV,MINERVA NEUROSCIENCES INC COMMON STOCK USD.0001,0.0040665100,244803.9000000000
2021-02-28,BCLI,BRAINSTORM CELL THERAPEUTICS COMMON STOCK USD.0001,0.0040105000,241431.9600000000
2021-02-28,GAIA,GAIA INC COMMON STOCK USD.0001,0.0040058400,241151.1200000000
2021-02-28,FRAF,FRANKLIN FINANCIAL SERVICES COMMON STOCK USD1.0,0.0039771400,239423.7400000000
2021-02-28,EARN,ELLINGTON RESIDENTIAL MORTGA REIT USD.01,0.0039613100,238470.7500000000
2021-02-28,DYAI,DYADIC INTERNATIONAL INC COMMON STOCK USD.001,0.0039166100,235779.9300000000
2021-02-28,LEVL,LEVEL ONE BANCORP INC COMMON STOCK,0.0039152800,235699.6000000000
2021-02-28,EPM,EVOLUTION PETROLEUM CORP COMMON STOCK USD.001,0.0039049400,235077.4500000000
2021-02-28,PTSI,P.A.M. TRANSPORTATION SVCS COMMON STOCK USD.01,0.0038849500,233873.6700000000
2021-02-28,CEMI,CHEMBIO DIAGNOSTICS INC COMMON STOCK USD.01,0.0038775000,233425.4800000000
2021-02-28,PFSW,PFSWEB INC COMMON STOCK USD.001,0.0038603000,232390.0800000000
2021-02-28,OVLY,OAK VALLEY BANCORP COMMON STOCK,0.0038566600,232170.7200000000
2021-02-28,VNRX,VOLITIONRX LTD COMMON STOCK USD.001,0.0038474000,231613.4400000000
2021-02-28,NSCO,NESCO HOLDINGS INC COMMON STOCK USD.0001,0.0038421200,231295.5000000000
2021-02-28,KLDO,KALEIDO BIOSCIENCES INC COMMON STOCK USD.001,0.0038412400,231242.3500000000
2021-02-28,REFR,RESEARCH FRONTIERS INC COMMON STOCK USD.0001,0.0038234800,230173.4500000000
2021-02-28,CBAN,COLONY BANKCORP COMMON STOCK USD1.0,0.0037920300,228279.8000000000
2021-02-28,CORR,CORENERGY INFRASTRUCTURE TRU REIT USD.001,0.0037513800,225833.0400000000
2021-02-28,WEYS,WEYCO GROUP INC COMMON STOCK USD1.0,0.0037435200,225359.5500000000
2021-02-28,BH,BIGLARI HOLDINGS INC B COMMON STOCK,0.0037399200,225143.0800000000
2021-02-28,ASUR,ASURE SOFTWARE INC COMMON STOCK USD.01,0.0037331200,224733.7100000000
2021-02-28,CLXT,CALYXT INC COMMON STOCK,0.0037239300,224180.4600000000
2021-02-28,OVBC,OHIO VALLEY BANC CORP COMMON STOCK USD1.0,0.0037137100,223565.1600000000
2021-02-28,PBIP,PRUDENTIAL BANCORP INC COMMON STOCK USD.01,0.0037116200,223439.5000000000
2021-02-28,SAL,SALISBURY BANCORP INC COMMON STOCK USD.1,0.0037101900,223353.1300000000
2021-02-28,MMAC,MMA CAPITAL HOLDINGS INC COMMON STOCK,0.0036917700,222244.2000000000
2021-02-28,PEBK,PEOPLES BANCORP OF NC COMMON STOCK,0.0036914800,222226.9000000000
2021-02-28,BSGM,BIOSIG TECHNOLOGIES INC COMMON STOCK USD.001,0.0036895100,222108.4000000000
2021-02-28,NH,NANTHEALTH INC COMMON STOCK USD.0001,0.0036845300,221808.3000000000
2021-02-28,MEC,MAYVILLE ENGINEERING CO INC COMMON STOCK,0.0036330600,218710.1100000000
2021-02-28,TELA,TELA BIO INC COMMON STOCK USD.001,0.0036257400,218269.3700000000
2021-02-28,ONCR,ONCORUS INC COMMON STOCK,0.0036224500,218071.6000000000
2021-02-28,GFN,GENERAL FINANCE CORP COMMON STOCK USD.0001,0.0036151400,217631.2100000000
2021-02-28,KRMD,REPRO MEDSYSTEMS INC COMMON STOCK USD.01,0.0036046600,217000.6400000000
2021-02-28,CBFV,CB FINANCIAL SERVICES INC COMMON STOCK,0.0036004700,216747.8500000000
2021-02-28,GBL,GAMCO INVESTORS INC A COMMON STOCK USD.001,0.0035320500,212629.0000000000
2021-02-28,GNE,GENIE ENERGY LTD B COMMON STOCK,0.0035219100,212019.1000000000
2021-02-28,LYRA,LYRA THERAPEUTICS INC COMMON STOCK USD.001,0.0035136400,211520.8400000000
2021-02-28,KRUS,KURA SUSHI USA INC CLASS A COMMON STOCK USD.001,0.0035098400,211292.4100000000
2021-02-28,UBFO,UNITED SECURITY BANCSHARE/CA COMMON STOCK,0.0034913300,210178.0400000000
2021-02-28,LARK,LANDMARK BANCORP INC COMMON STOCK USD.01,0.0034650200,208594.0800000000
2021-02-28,SOLY,SOLITON INC COMMON STOCK USD.001,0.0034437600,207314.0800000000
2021-02-28,LJPC,LA JOLLA PHARMACEUTICAL CO COMMON STOCK USD.01,0.0033899000,204071.8000000000
2021-02-28,CNTG,CENTOGENE NV COMMON STOCK EUR.12,0.0033863900,203860.6000000000
2021-02-28,MIRM,MIRUM PHARMACEUTICALS INC COMMON STOCK,0.0033786100,203392.0800000000
2021-02-28,IMRA,IMARA INC COMMON STOCK USD.01,0.0033348900,200760.1400000000
2021-02-28,KERN,AKERNA CORP COMMON STOCK USD.001,0.0033314100,200550.9800000000
2021-02-28,RMTI,ROCKWELL MEDICAL INC COMMON STOCK,0.0033227500,200029.5000000000
2021-02-28,ADES,ADVANCED EMISSIONS SOLUTIONS COMMON STOCK,0.0032861200,197824.2000000000
2021-02-28,GRTX,GALERA THERAPEUTICS INC COMMON STOCK USD.001,0.0032817000,197558.1700000000
2021-02-28,CIZN,CITIZENS HOLDING COMPANY COMMON STOCK USD.2,0.0032813900,197539.5800000000
2021-02-28,AUBN,AUBURN NATL BANCORPORATION COMMON STOCK USD.01,0.0032754400,197181.3000000000
2021-02-28,NC,NACCO INDUSTRIES CL A COMMON STOCK USD1.0,0.0032281200,194332.4800000000
2021-02-28,WLFC,WILLIS LEASE FINANCE CORP COMMON STOCK USD.01,0.0032257100,194187.6000000000
2021-02-28,CDTX,CIDARA THERAPEUTICS INC COMMON STOCK USD.0001,0.0031751700,191145.3500000000
2021-02-28,PROV,PROVIDENT FINANCIAL HLDGS COMMON STOCK USD.01,0.0031743300,191094.7500000000
2021-02-28,CDAK,CODIAK BIOSCIENCES INC COMMON STOCK USD.0001,0.0031218700,187936.2000000000
2021-02-28,XGN,EXAGEN INC COMMON STOCK USD.001,0.0031150800,187527.3700000000
2021-02-28,AQST,AQUESTIVE THERAPEUTICS INC COMMON STOCK USD.001,0.0030955300,186351.0400000000
2021-02-28,SNFCA,SECURITY NATL FINL CORP CL A COMMON STOCK USD2.0,0.0030628000,184380.6400000000
2021-02-28,IMUX,IMMUNIC INC COMMON STOCK USD.0001,0.0030601800,184222.5000000000
2021-02-28,FNHC,FEDNAT HOLDING CO COMMON STOCK USD.01,0.0030550300,183912.8400000000
2021-02-28,SBT,STERLING BANCORP INC/MI COMMON STOCK,0.0030485700,183523.7000000000
2021-02-28,GDP,GOODRICH PETROLEUM CORP COMMON STOCK,0.0030209100,181858.5900000000
2021-02-28,ARAV,ARAVIVE INC COMMON STOCK USD.0001,0.0029654100,178517.3400000000
2021-02-28,AXLA,AXCELLA HEALTH INC COMMON STOCK USD.001,0.0029473400,177429.6000000000
2021-02-28,CYCN,CYCLERION THERAPEUTICS INC COMMON STOCK USD.00001,0.0028833200,173575.6800000000
2021-02-28,GALT,GALECTIN THERAPEUTICS INC COMMON STOCK USD.001,0.0028832800,173573.1200000000
2021-02-28,IMNM,IMMUNOME INC COMMON STOCK,0.0028383200,170866.8600000000
2021-02-28,MLP,MAUI LAND + PINEAPPLE CO COMMON STOCK,0.0028332700,170562.6000000000
2021-02-28,SVRA,SAVARA INC COMMON STOCK USD.001,0.0028254800,170093.5000000000
2021-02-28,,TOBIRA THERAPEUTICS IN COMMON STOCK,0.0027836400,167575.0000000000
2021-02-28,XAIR,BEYOND AIR INC COMMON STOCK,0.0027739000,166988.8000000000
2021-02-28,SGA,SAGA COMMUNICATIONS INC CL A COMMON STOCK USD.01,0.0027656900,166494.6800000000
2021-02-28,LMST,LIMESTONE BANCORP INC COMMON STOCK,0.0027205600,163777.5000000000
2021-02-28,REV,REVLON INC CLASS A COMMON STOCK USD.01,0.0027180700,163627.8600000000
2021-02-28,PRTH,PRIORITY TECHNOLOGY HOLDINGS COMMON STOCK USD.001,0.0026929300,162114.3200000000
2021-02-28,PCYG,PARK CITY GROUP INC COMMON STOCK USD.01,0.0026745000,161004.4800000000
2021-02-28,PDLB,PDL COMMUNITY BANCORP COMMON STOCK,0.0026481600,159418.8000000000
2021-02-28,MRKR,MARKER THERAPEUTICS INC COMMON STOCK USD.001,0.0026335800,158541.4600000000
2021-02-28,ELMD,ELECTROMED INC COMMON STOCK USD.01,0.0026231600,157914.2400000000
2021-02-28,LQDA,LIQUIDIA CORP COMMON STOCK USD.001,0.0026121900,157253.6000000000
2021-02-28,GCBC,GREENE COUNTY BANCORP INC COMMON STOCK USD.1,0.0025975300,156371.4000000000
2021-02-28,CSBR,CHAMPIONS ONCOLOGY INC COMMON STOCK USD.001,0.0025756200,155052.0000000000
2021-02-28,AGFS,AGROFRESH SOLUTIONS INC COMMON STOCK,0.0025404300,152933.7100000000
2021-02-28,PTRS,PARTNERS BANCORP COMMON STOCK USD.01,0.0025270000,152125.5600000000
2021-02-28,AC,ASSOCIATED CAPITAL GROUP   A COMMON STOCK USD.001,0.0024793300,149255.7000000000
2021-02-28,REPH,RECRO PHARMA INC COMMON STOCK USD.01,0.0024562100,147863.8700000000
2021-02-28,SQZ,SQZ BIOTECHNOLOGIES CO COMMON STOCK USD.001,0.0023155300,139395.0000000000
2021-02-28,TARA,PROTARA THERAPEUTIC INC COMMON STOCK USD.001,0.0023057200,138804.0000000000
2021-02-28,AE,ADAMS RESOURCES + ENERGY INC COMMON STOCK USD.1,0.0022985200,138370.5000000000
2021-02-28,CMPI,CHECKMATE PHARMACEUTICALS IN COMMON STOCK,0.0022930400,138040.7000000000
2021-02-28,MHH,MASTECH DIGITAL INC COMMON STOCK USD.01,0.0022291000,134192.0000000000
2021-02-28,ULBI,ULTRALIFE CORP COMMON STOCK USD.1,0.0022146100,133319.3700000000
2021-02-28,LNSR,LENSAR INC COMMON STOCK,0.0021994800,132408.8800000000
